pert_iname,NPC1,INSIG1,HMGCS1,SMILES
BRD-K13195996,-0.8403,-1.0593,-0.0006,COc1cc(cc(O)c1OC)C(O)=O
amiodarone,1.2925,1.4377,0.7769,CCCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
2-aminobenzenesulfonamide,0.7154,-2.20945,0.33055,Nc1ccccc1S(N)(=O)=O
BRD-K33762302,0.6172,-0.0508,0.5194,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)Nc4ccc(F)cc4)cccc3C1=O
JTE-013,-0.39455,-0.2775,-1.71935,CC(C)c1cc(NNC(=O)Nc2cc(Cl)nc(Cl)c2)nc2n(C)nc(C)c12
BRD-K36651625,0.1149,1.2539,0.0009,C=CC(=O)N1CCN(CC1)C(=O)C=C
BRD-A14178283,0.9327,0.4521,1.4114,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(CC[C@]4(C)C3C=C[C@@]56OC[C@@]7(CCC(C)(C)C[C@H]76)[C@@H](O)C[C@]54C)[C@]2(C)CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9O)[C@H]1O
AG-99,0.7071,-0.44835,0.05324999999999999,NC(=O)C(=Cc1ccc(O)c(O)c1)C#N
BRD-K68326515,0.45965,0.0802,0.69265,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O
BRD-A89333723,-0.5017,-0.1743,-0.0599,NC(=O)N1C(=O)C2C(C3C(N(Cc4cccc(OC(F)(F)F)c4)C2C=C3CCCO)c5ccc(CN6CCCC6)cc5)C1=O
BRD-K29824954,-0.1313,-0.7224,-0.35100000000000003,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(c2)C(=O)O)Oc3cc(C#CCC4CCCC4)ccc3S1(=O)=O
hydrastinine,0.1033,0.2363,-0.6944,C[N+]1=Cc2cc3OCOc3cc2CC1
T-0070907,0.13235,-0.0442,0.1897,[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccncc1
BRD-K73230533,-0.6767,0.1212,0.7979,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cncnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4
BRD-K57420195,-0.2798,0.5837,0.109,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(Cc2ccccc2)C1)C(=O)c1cccnc1
BRD-K07666543,0.5021,-0.9071,0.0666,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]2OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C(=O)N(C[C@@H]2C)[C@H](C)CO
BRD-K00799745,1.2998,1.1225,0.81,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)Oc3cc(ccc3S1(=O)=O)c4cccc(C#N)c4
KU-C104233,0.2562,-0.6594,-0.5352,Fc1cccc(c1)-c1cc(N2CCN(CC2)C(=O)c2ccoc2)n2nc(cc2n1)-c1cccc(Cl)c1
fluprostenol,0.02785,0.12600000000000003,0.19565,O[C@@H](COc1cccc(c1)C(F)(F)F)/C=C/[C@H]2[C@H](O)C[C@H](O)[C@@H]2C/C=C\CCCC(=O)O
BRD-K30459086,0.3524,0.1021,0.4326,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O
terbinafine,1.8927,1.5692,-1.4598,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
dihydrostreptomycin,-0.2085,0.4502,0.1238,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO
BRD-K44123761,0.7673,-0.4942,-0.1352,CCCNC(=O)NC[C@@H]1[C@H]([C@@H](CO)N1C(C)=O)c1ccc(cc1)C1=CCCCC1
BRD-K08725721,-0.5605500000000001,0.41315,0.46430000000000005,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NC(=O)CCCCCC(=O)Nc4ccccc4N)cccc3C1=O
RG-13022,0.2535,-0.72795,-0.7591,COc1ccc(/C=C(\C#N)/c2cccnc2)cc1OC
BRD-K32927008,0.13065,-0.44855,-0.1823,COc1ccc(cc1)c2nnc(SCC(=O)Nc3cccc(c3)C(F)(F)F)n2c4ccccc4
BRD-A25829966,0.07939999999999998,-0.5112,-0.2402,OC1N2CCCC2=Nc2c(Cl)cc(Cl)cc12
montelukast,-0.4798,0.04139999999999999,-0.32639999999999997,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(O)=O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1
BRD-K22828860,-0.4243,0.813,1.1069,COc1ccc(cc1)S(=O)(=O)Nc2cccc3C(=O)N(C[C@H](C)[C@H](CN(C)C(=O)NC4CCCCC4)Oc23)[C@H](C)CO
leucodin,-0.7213499999999999,0.19855,-0.5111,C[C@H]1[C@@H]2CCC(=C3[C@@H]([C@H]2OC1=O)C(=CC3=O)C)C
AG-14361,0.7152,-0.2841,-0.7194,CN(C)Cc1ccc(cc1)-c1nc2cccc3C(=O)NCCn1c23
dipivefrine,-0.0557,-0.6345,-1.3102,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
BRD-K59222562,0.0668,-0.5412,0.2706,CN(Cc1cccs1)c1ncnc2ccc(cc12)-c1ccc2OCOc2c1
BRD-K38294617,0.7279,-1.4265,-0.9805,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)C)[C@H](C)CN([C@@H](C)CO)C(=O)Cc2c1
SA-90153,0.0723,1.218,0.5155,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)Cc5cn(C)c6ccccc56)cc4C1=O
BRD-K01608965,-0.9814,0.15435000000000001,-0.63175,CCc1cnc(s1)N1[C@H](CO)[C@@H]([C@@H]1C#N)c1ccc(cc1)C1=CCCCC1
disopyramide,-0.3243,0.10830000000000001,-0.09725,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
BRD-K97629076,-0.9597,-0.1091,0.3736,Clc1ccc2Nc3cscc3C(=O)Nc2c1
BRD-K88278225,-1.1213,0.71285,-1.0583,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)Nc5ccc(cc5)C(F)(F)F)cc4CC1=O
VU-0365121-1,1.08025,-0.1142,1.1304500000000002,Fc1ccc(cn1)-c1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc23)cc1
BRD-K73434853,0.4194,0.7631,0.3722,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K78524708,0.09545000000000001,0.7796000000000001,1.7810000000000001,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]2Oc3c(NC(=O)Nc4ccccc4)cccc3C(=O)N(C[C@H]2C)[C@@H](C)CO
BRD-K40138205,-0.004400000000000015,-0.8996500000000001,-2.0156,OC[C@H]1[C@H]2[C@H](CN(c3ccccc23)S(=O)(=O)c2ccc(F)cc2)N1Cc1ccccc1Cl
BRD-K43069600,-0.75455,-1.3227,-1.94435,Cc1ccc(Sc2ccc(NC(=O)c3ccc(F)cc3)cc2C#N)cc1
BRD-K04722205,0.9971,1.1271,0.0,[O-][N+](=O)c1ccc(N2CCN(CC2)C(=O)c2ccc(Cl)cc2)c2cccnc12
BRD-K23786503,-0.0633,0.4257,0.1629,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)Nc5cccc6ccccc56)cc4CC1=O
BRD-K11628545,-0.9741,0.36700000000000005,0.3722,CCCC(=O)N1C[C@@]2(C1)CN(Cc1cccnc1)[C@@H](CO)c1[nH]c3cc(OC)ccc3c21
J-104129,-0.1093,1.0380500000000001,0.15045,CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)(C2CCCC2)c3ccccc3)C
SA-426799,-0.7685,-1.0182,-2.3774,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K89696951,0.0237,0.1482,-0.4777,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)NC4CCCCC4)cccc3C(=O)N(C[C@@H]2C)[C@H](C)CO
diethylstilbestrol,-0.2717,-0.11245,0.0513,CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1
syrosingopine,0.42415,0.15525,-0.282,CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@@H]([C@H]2OC)C(=O)OC
dihydro-7-desacetyldeoxygedunin,0.5204,0.0862,-0.5859,CC1(C)C2C[C@@H](O)[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)C=C43)c5ccoc5)[C@@]2(C)CCC1=O
BRD-K62473229,-0.2081,0.9588,-2.57665,O[C@H]1COC[C@@H]2O[C@H](CC(=O)NCc3ccc(Cl)c(Cl)c3)CC[C@H]2N(C1)C(=O)c1ccccc1F
norgestrel,0.6066499999999999,-0.08170000000000002,0.13615,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@H]1CC[C@@]2(O)C#C
JAK3-inhibitor-V,-0.26625,0.6704,-0.2756,C=CC(=O)c1ccc2ccccc2c1
EMF-sumo1-2,0.0573,-0.7170000000000001,0.0522,[O-][N+](=O)c1cc(ccc1S(=O)CC(=O)Oc2ccc(Cl)cc2)C(F)(F)F
BRD-K74085580,0.3238,1.0483,0.7531,COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)C(=O)Cc1ccncc1
ellipticine,-0.6009,-0.5420499999999999,-1.2035,Cc1c2[nH]c3ccccc3c2c(C)c4cnccc14
BRD-A27924917,0.8799,0.4005,-0.0005,NCC(O)(CS(O)(=O)=O)c1ccc(Cl)cc1
BRD-K77762110,-0.35019999999999996,-0.57395,0.35725,Fc1cccc(F)c1S(=O)(=O)NCCCCNS(=O)(=O)c2ccc3OCCOc3c2
ketoprofen,-0.59875,-0.22785,-1.0488499999999998,CC(C(O)=O)c1cccc(c1)C(=O)c1ccccc1
ZD-7155,-0.5651,-0.5146,-0.5537,CCc1cc2N(Cc3ccc(cc3)-c3ccccc3-c3nnn[nH]3)C(=O)CCc2c(CC)n1
YM-155,0.534,0.5861,0.9545,COCCn1c2c(C(=O)c3ccccc3C2=O)[n+](Cc2cnccn2)c1C
AG-370,-0.4575,-0.5237,-0.2139,NC(=C(C#N)C#N)/C(=C/c1ccc2[nH]ccc2c1)/C#N
BRD-K77899084,-0.8129,-0.9379,-2.3917,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3ncc(cc3C1=O)C4=CCCCC4
BRD-K71169984,0.1573,-0.053349999999999995,0.0461,Fc1cccc(F)c1S(=O)(=O)N2CCN(CC2)C(=O)c3ccc4OCCOc4c3
BRD-K91834385,-0.27315,-0.2466,-4.00995,CN(C)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]2N1CCC(F)(F)F
BRD-K59633395,-1.0526,-0.5592,0.6781,Oc1ccc2c(c1)oc(cc2=O)-c1ccccc1O
BRD-K16541732,0.6517999999999999,-0.66945,-0.44165,COc1ccc(cc1)[Si](C)(C)[C@H]2[C@H](C)[C@]3(O[C@@H]2CC(=O)N(CCO)Cc4ccccc4)C(=O)N(Cc5ccc(cc5)N6CCOC6=O)c7ccccc73
CFM-1571,1.1857,2.9993499999999997,1.32105,COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1
IAA-94,-0.5607,0.3183,0.0164,C[C@]1(Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O)C3CCCC3
SA-85268,0.60355,0.2987,-0.04529999999999998,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)C)Oc2ccc(NC(=O)Cc3cn(C)c4ccccc34)cc2C1=O
griseofulvin,0.18075,0.2228,0.29755,COc1cc(OC)c(Cl)c2O[C@]3([C@H](C)CC(=O)C=C3OC)C(=O)c12
ST-023431,-0.53925,-0.52695,-0.0457,C[C@]1(CCC[C@]2(C)[C@H]3CC(O)[C@](C)(C=C)C=C3CC[C@@H]12)C(=O)O
BRD-K70900504,-0.49945,-0.6433,0.8507,CCC(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1cccnc1
BRD-K61102114,1.2698,0.1303,1.1393,COc1ccc(NC(=O)N(C)C[C@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1
oxybuprocaine,0.08199999999999999,-0.21095000000000003,0.26965,CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC
BRD-K23985857,0.12984999999999997,0.43575,0.46649999999999997,CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K91355947,-0.41565,0.19165000000000001,0.0006,[O-][N+](=O)c1ccc(OCC(=O)Nc2ccc3oc(nc3c2)c4ccc(F)cc4)cc1
latanoprost,0.3124,0.4087,0.1487,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
BRD-K31697605,-0.2383,0.44215,0.47314999999999996,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O
BRD-K41880142,1.18045,-0.09260000000000002,0.2642,COc1cccc(c1)S(=O)(=O)N(C)C[C@H]2OCc3cnnn3CCCC(=O)N(C[C@@H]2C)[C@H](C)CO
BRD-K26906367,-0.8798999999999999,0.25895,-1.571,Fc1cccc(F)c1S(=O)(=O)NCCNS(=O)(=O)c2ccc3OCCOc3c2
BRD-K60757524,-0.8227,0.8792,-1.63465,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3c(NC(=O)c4ccncc4)cccc3C1=O
SA-247384,-0.038650000000000004,0.2904,-0.1459,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(cc4CC1=O)N(C)C
BRD-K95349679,-1.1836,0.6074,0.1437,Cc1cccc(c1)c2nnc(SCC(=O)O)n2CC=C
BRD-K86048057,1.7797,-1.9858,0.0,COc1ccc2c3c([C@@H](CO)N(CC4CC4)C[C@]33CN(C3)S(=O)(=O)c3cn(C)cn3)n(C)c2c1
YO-2,0.38084999999999997,5.23675,5.74015,CCCCCCCCNC(=O)C(Cc1ccc(OCc2ccncc2)cc1)NC(=O)C3CCC(CN)CC3
homatropine,-0.6591,-0.168,-0.9615,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)c3ccccc3
BRD-A36275421,2.3169500000000003,2.1823,0.8855999999999999,COc1ccc(cc1Cl)N(C(C(=O)NCCc2ccccc2)c3cccs3)C(=O)CCl
epitiostanol,0.7469,0.009599999999999997,-0.11785000000000001,C[C@]12CC[C@@H]3[C@@H](CC[C@@H]4CC5SC5C[C@]34C)[C@@H]1CC[C@@H]2O
cyclizine,-1.64905,-0.07945,-0.2147,CN1CCN(CC1)C(c1ccccc1)c1ccccc1
SA-1459234,0.1004,0.3912,-1.3144,O[C@H]1COC[C@@H]2O[C@H](CC(=O)Nc3ccc(cc3)-c3ccccc3)CC[C@H]2N(Cc2ccc3OCOc3c2)C1
lysergol,-0.9193,0.7042,-2.9594,CN1C[C@H](CO)C=C2[C@H]1Cc3c[nH]c4cccc2c34
BRD-K66438357,0.2601,-0.2069,0.70985,OCCNc1nc(Nc2ccccc2C(F)(F)F)nc(n1)N3CCCC3
BRD-K75813018,-0.0911,1.0242,0.4903,CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2Cc2ccc(Cl)c(Cl)c2)O1
SA-1921902,1.9038,4.80785,3.9992,COc1ccccc1NC(=O)N1CCCCN2[C@@H](CO)[C@@H]([C@@H]2C1)c1ccc(cc1)-c1cccc(C)c1
BRD-K86832444,-0.11390000000000003,-0.3093,-0.32165,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc4cc(C#CCN(C)C)ccc4S1(=O)=O
BRD-K62472719,-0.6164499999999999,-1.6506,-1.5994,OC[C@@H]1[C@H]([C@@H](C#N)N1C(=O)c1cccc(F)c1)c1ccc(cc1)C1=CCCC1
BRD-K02969269,-0.4554,-0.9167,0.4118,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)Nc5ccc(cc5)C(F)(F)F)cc4CC1=O
BRD-K24656059,0.4704,-1.5530000000000002,0.084,OC[C@@H]1O[C@H](CC(=O)Nc2ccc(cc2)-c2ccccc2)CC[C@H]1NC(=O)Cc1cccnc1
BRD-K90735586,-0.5379,-0.1964,-0.1833,C1C=C(Nc2nnnn12)c3ccccc3
rucaparib,-0.1507,-0.4749,-0.25375000000000003,CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23
PSH-021,0.2975,-0.63135,0.04784999999999999,CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccccc5Cl)C2=O
BRD-K14187559,0.3266,-0.2206,-0.1919,CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)c1ccc2OCOc2c1
urosiol,-1.0008,-2.9368,-1.097,C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C
farnesylcysteine-methyl-ester,-0.1678,-0.6831,0.3784,COC(=O)[C@@H](N)CSC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
BRD-K63770300,1.0351,0.3425,0.261,Oc1cccc2cc(cnc12)-c1ccncc1
imidazolidinyl-urea,0.2578,-0.2102,0.8298,OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O
pancuronium,1.4324,0.10485000000000001,-0.15460000000000002,CC(=O)O[C@H]1[C@H](C[C@H]2[C@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@@H]3CC[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1
BRD-K40955748,0.11829999999999999,0.15145,-1.8009999999999997,CC(C)(C)c1ccc(cc1)C(=O)Nc1cc(Cl)c(F)cc1C(O)=O
W-12,-1.2975,-0.2431,-0.998,NCCCCNS(=O)(=O)c1ccc2ccccc2c1
suberoyl-bis-hydroxamic-acid,0.44405,0.13935,-0.001,ONC(=O)CCCCCCC(=O)NO
SA-424936,0.05109999999999999,-1.2786,-1.59995,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C1=O
warfarin,-0.52875,-0.4309,-0.15075000000000002,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
TBEP,-0.033,0.59895,0.65495,CC[n+]1ccccc1Br
BRD-K95838867,-0.2308,-0.97495,-2.4903999999999997,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3c(NC(=O)NC4CCCCC4)cccc3C1=O
norethisterone,0.41879999999999995,-0.11879999999999999,0.05455,C[C@@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]2CC[C@@]1(O)C#C
BRD-K54051742,-0.7973,0.7452,0.4657,CN(C)CC#Cc1cccc(c1)c2nc(cc3CN([C@H](CCO)c32)S(=O)C(C)(C)C)C(=O)N4CCN(C)CC4
molindone,-0.30084999999999995,-1.4049,0.7508999999999999,CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12
PSH-026,0.50615,0.4557,0.02795,CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccco5)C2=O
dacinostat,1.9658,0.9962,1.2679,OCCN(CCc1c[nH]c2ccccc12)Cc1ccc(\C=C\C(=O)NO)cc1
BRD-K99475920,-0.1598,-0.013500000000000012,0.0267,COc1ccc(cc1NC(=O)c2cc3CCCCc3s2)S(=O)(=O)N4CCOCC4
dyclonine,0.6995,0.8617,0.2547,CCCCOc1ccc(cc1)C(=O)CCN1CCCCC1
actarit,-0.1196,-0.4246,-0.0388,CC(=O)Nc1ccc(CC(O)=O)cc1
naphazoline,0.36365000000000003,0.12719999999999998,0.4065,C(C1=NCCN1)c1cccc2ccccc12
rhizocarpic-acid,-1.7254,-0.3311,-0.7317,COC(=O)[C@H](Cc1ccccc1)NC(=O)C(\c1ccccc1)=C1/OC(=O)C(C1=O)c1ccccc1
CS-2092524,-0.24409999999999998,-1.74905,0.49824999999999997,O=C(Nc1ccc2[nH]ccc2c1)c3cccs3
forskolin,0.1838,-0.2872,-1.0243,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C
cyanocobalamin,-0.0659,-0.2865,-0.7452,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@@H]2N=C1C(C)=C1N=C(C=C3N=C(C(C)=C4[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP(O)(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)n1cnc2cc(C)c(C)cc12
BRD-A88029023,-0.1562,-0.3058,0.0002,CC(Oc1ccc(Cl)cc1C)C(=O)Nc2ccc(cc2)C(=O)Nc3ccccc3C(=O)O
BRD-K45232279,-2.0553,-0.64375,0.6464,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)NC5CCCCC5)cccc4C1=O
BRD-K84803513,-0.1247,-0.9546,0.21075000000000002,OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)/C=N/NC(=O)CCCCC(=O)NO
BRD-K37303684,0.6528,-0.5665,-0.8895,COc1ccccc1S(=O)(=O)N[C@@H]1CC[C@H](CCNC(=O)C2CCOCC2)O[C@@H]1CO
BRD-K99381377,-0.7856,-0.0855,-0.7236,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)Oc3c(NC(=O)c4ccncc4)cccc3C1=O
kinetin-riboside,1.1078,-0.8311,0.3204,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4ccco4)ncnc23
BRD-K81858524,0.4662,0.2722,0.7952,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
BRD-K29451642,1.0565,0.5708,0.3571,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3C1=O
ethisterone,0.12580000000000002,0.11435000000000001,0.50825,C[C@]12CC[C@@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@H]1CC[C@@]2(O)C#C
BRD-K09295900,0.3852,-0.35305,0.06945,C[C@@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]2CC[C@]1(O)C(=O)COC(=O)CCC(=O)O
DUP-697,-0.47475,-0.36075,-1.38465,CS(=O)(=O)c1ccc(cc1)-c1cc(Br)sc1-c1ccc(F)cc1
BRD-K94616516,-0.3272,-5.1162,0.997,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O
BML-286,-0.0808,-0.2644,0.0,OC(=O)c1ccccc1NC(=O)c1cccc(NC(=O)Cc2ccccc2)c1
BRD-K43581698,0.5559000000000001,0.5024,1.4879,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ccc(NS(=O)(=O)c5ccccc5)cc4C1=O
phloretin,0.14229999999999998,0.24459999999999996,0.05454999999999999,Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1
BRD-K39379715,0.9016,1.1861,0.9306,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccn2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K15478534,-0.3775,-0.3496,-0.244,COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]2Oc3cc(ccc3S(=O)(=O)N(C[C@@H]2C)[C@@H](C)CO)C4=CCCC4
asiatic-acid,-0.349,-0.2751,0.106,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O
saracatinib,0.84975,1.8146499999999999,1.1556000000000002,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1
BRD-A41649729,0.3473,-0.1988,-0.046,Cc1ccc(cc1)C2=NNC3(S2)C(=O)Nc4ccccc43
BRD-K11187612,0.6052,-0.7028,0.2865,COc1cc2CC[C@H](NC(=O)C)c3cc(ccc3-c2c(OC)c1OC)C(=O)O
EI-231,-0.45835,-0.019099999999999992,-0.9644999999999999,OC[C@H]1O[C@H](C(O)[C@H]1O)n2cnc3cc(Cl)c(Cl)cc23
BRD-K79489641,-0.0293,-0.2728,-0.19785,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3C1=O
BRD-K76941385,-0.1772,0.39285,-1.8921999999999999,COc1cc2[C@H]3C[C@@H](O)[C@H](CC(C)C)CN3CCc2cc1O
