Drug	SMILES
indole-3-carbinol	OCc1c[nH]c2ccccc12
DPCPX	CCCn1c2[nH]c(nc2c(=O)n(CCC)c1=O)C1CCCC1
RS-23597-190	COc1cc(N)c(Cl)cc1C(=O)OCCCN1CCCCC1
pirinixic-acid	Cc1cccc(Nc2cc(Cl)nc(SCC(O)=O)n2)c1C
oxotremorine-m	C[N+](C)(C)CC#CCN1CCCC1=O
succinylsulfathiazole	OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1
guvacine	OC(=O)C1=CCCNC1
AMG-9810	CC(C)(C)c1ccc(cc1)\C=C\C(=O)Nc1ccc2OCCOc2c1
NVP-BSK805	Fc1cc(cc(F)c1CN1CCOCC1)-c1cccc2ncc(nc12)-c1cnn(c1)C1CCNCC1
oxatomide	O=c1[nH]c2ccccc2n1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1
olaparib	Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1
JNJ-38877605	Cn1cc(cn1)-c1ccc2nnc(n2n1)C(F)(F)c1ccc2ncccc2c1
panobinostat	Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1
CHIR-124	Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1
amoxapine	Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1
cefoperazone	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O
epitiostanol	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O
RG2833	Cc1ccc(cc1)C(=O)NCCCCCC(=O)Nc1ccccc1N
caffeine	Cn1cnc2n(C)c(=O)n(C)c(=O)c12
parbendazole	CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
ethyl-paraben	CCOC(=O)c1ccc(O)cc1
ethopabate	CCOc1cc(NC(C)=O)ccc1C(=O)OC
S18986	O=S1(=O)N[C@H]2CCCN2c2ccccc12
sulfanilamide	Nc1ccc(cc1)S(N)(=O)=O
celecoxib	Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F
gedunin	CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](OC(=O)[C@H]4O[C@@]34[C@]12C)c1ccoc1
hydrastine-(1r,-9s)	COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3cc12
cefuroxime	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)c1ccco1
methiazole	COC(=O)Nc1nc2cc(SC(C)C)ccc2[nH]1
CRT0044876	OC(=O)c1cc2cccc([N+]([O-])=O)c2[nH]1
minaprine	Cc1cc(nnc1NCCN1CCOCC1)-c1ccccc1
kifunensine	OC[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H]2NC(=O)C(=O)N12
clofoctol	CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
preclamol	CCCN1CCC[C@@H](C1)c1cccc(O)c1
dasabuvir	COc1c(cc(cc1C(C)(C)C)-n1ccc(=O)[nH]c1=O)-c1ccc2cc(NS(C)(=O)=O)ccc2c1
BMS-299897	C[C@@H](N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1)c1ccc(F)cc1CCCC(O)=O
naringin	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc2cc(O)c3C(=O)C[C@H](Oc3c2)c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O
SU-11274	CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1
secalciferol	C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C
lamivudine	Nc1ccn(C2CSC(CO)O2)c(=O)n1
PF-477736	Cn1cc(cn1)-c1[nH]c2cc(NC(=O)[C@H](N)C3CCCCC3)cc3c2c1cn[nH]c3=O
levosimendan	C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
NSC-663284	ClC1=C(NCCN2CCOCC2)C(=O)c2ncccc2C1=O
GSK3787	FC(F)(F)c1ccc(nc1)S(=O)(=O)CCNC(=O)c1ccc(Cl)cc1
thiazovivin	O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1
roflumilast	FC(F)Oc1ccc(cc1OCC1CC1)C(=O)Nc1c(Cl)cncc1Cl
trifluridine	OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c(=O)[nH]c1=O)C(F)(F)F
1-azakenpaullone	Brc1ccc2[nH]c-3c(CC(=O)Nc4cccnc-34)c2c1
CCT137690	CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1
lersivirine	CCc1nn(CCO)c(CC)c1Oc1cc(cc(c1)C#N)C#N
NU6027	Nc1nc(N)c([N+][O-])c(OCC2CCCCC2)n1
A-7	NCCCCCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12
ecabet	CC(C)c1cc2CC[C@H]3[C@@](C)(CCC[C@]3(C)c2cc1S(O)(=O)=O)C(O)=O
roquinimex	CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
cobimetinib	OC1(CN(C1)C(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F)[C@@H]1CCCCN1
azacitidine	Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
foretinib	COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
amygdalin	OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
XL388	Cc1c(F)c(ccc1C(=O)N1CCOc2ccc(cc2C1)-c1ccc(N)nc1)S(C)(=O)=O
DMNB	COc1cc(C=O)c(cc1OC)[N+]([O-])=O
ixabepilone	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1
hypoxanthine	O=c1[nH]cnc2nc[nH]c12
raclopride	CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC
nepafenac	NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
bergenin	COc1c(O)cc2C(=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c2c1O
oxybuprocaine	CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC
oxcarbazepine	NC(=O)N1c2ccccc2CC(=O)c2ccccc12
favipiravir	NC(=O)c1nc(F)cnc1O
drospirenone	C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)[C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1
SB-222200	CC[C@H](NC(=O)c1c(C)c(nc2ccccc12)-c1ccccc1)c1ccccc1
7-nitroindazole	[O-][N+](=O)c1cccc2cn[nH]c12
lithocholic-acid	C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
epirubicin	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
4-pyrimidinecarbonitrile	N#Cc1ccncn1
octenidine	CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(cc2)=NCCCCCCCC)cc1
YO-01027	C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H]1c2ccccc2-c2ccccc2N(C)C1=O
BIBR-1532	C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1
D-delta-Tocopherol	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2cc(O)cc(C)c2O1
AGI-6780	FC(F)(F)c1cccc(NC(=O)Nc2cc(ccc2-c2ccsc2)S(=O)(=O)NC2CC2)c1
clemizole	Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc23)cc1
ciprofloxacin	OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
GSK1904529A	CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O
aloe-emodin	OCc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1
GSK-3-inhibitor-IX	O\N=C1/C(Nc2ccccc12)=C1/C(=O)Nc2cc(Br)ccc12
nebivolol	O[C@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1
LY2334737	CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
phytosphingosine	CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO
PD-184352	Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F
ZK-164015	CCCCCS(=O)(=O)CCCCCCCCCCn1c(c(C)c2cc(O)ccc12)-c1ccc(O)cc1
NGB-2904	Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl
luteolin	Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1
SC-10	CCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12
HA-1004	NC(=N)NCCNS(=O)(=O)c1cccc2cnccc12
E7449	O=c1[nH][nH]c2nc(CN3Cc4ccccc4C3)nc3cccc1c23
WP1066	C[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1
ledipasvir	COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1c1ncc([nH]1)-c1ccc2-c3ccc(cc3C(F)(F)c2c1)-c1ccc2nc([nH]c2c1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C
JX-401	COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1
dronedarone	CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12
L-745870	Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ncccc23)CC1
tobramycin	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
sevoflurane	FCOC(C(F)(F)F)C(F)(F)F
raltegravir	Cc1nnc(o1)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
dicloxacillin	Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)-c1c(Cl)cccc1Cl
PSI-7976	CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
sofosbuvir	CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
PACOCF3	CCCCCCCCCCCCCCCC(=O)C(F)(F)F
AZ-628	Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1
sotagliflozin	CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)cc1
sodium-butyrate	CCCC(O)=O
dexlansoprazole	Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1
limonin	CC1(C)O[C@H]2CC(=O)OC[C@@]22[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@@H](OC(=O)[C@H]3O[C@@]123)c1ccoc1
nonivamide	CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
dixanthogen	CCOC(=S)SSC(=S)OCC
fluconazole	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
telenzepine	CN1CCN(CC(=O)N2c3c(C)scc3C(=O)Nc3ccccc23)CC1
methoxyflurane	COC(F)(F)C(Cl)Cl
carbetapentane	CCN(CC)CCOCCOC(=O)C1(CCCC1)c1ccccc1
YS-035	COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC
DUP-697	CS(=O)(=O)c1ccc(cc1)-c1cc(Br)sc1-c1ccc(F)cc1
posaconazole	CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@@H]3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O
LY364947	c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1
rilpivirine	Cc1cc(\C=C\C#N)cc(C)c1Nc1ccnc(Nc2ccc(cc2)C#N)n1
UK-383367	NC(=O)c1noc(n1)[C@H](CCCC1CCCCC1)CC(=O)NO
tizanidine	Clc1ccc2nsnc2c1NC1=NCCN1
pramipexole	CCCN[C@H]1CCc2nc(N)sc2C1
fludrocortisone-acetate	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
ryuvidine	Cc1nc2c(s1)C(=O)C=C(Nc1ccc(C)cc1)C2=O
ASP3026	COc1cc(ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
bisindolylmaleimide-ix	Cn1cc(C2=C(C(=O)NC2=O)c2cn(CCCSC(N)=N)c3ccccc23)c2ccccc12
voriconazole	C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
LE-135	CN1c2cc3c(cc2N=C(c2ccc(cc2)C(O)=O)c2ccccc12)C(C)(C)CCC3(C)C
oleamide	CCCCCCCC\C=C/CCCCCCCC(N)=O
nafamostat	NC(=N)Nc1ccc(cc1)C(=O)Oc1ccc2cc(ccc2c1)C(N)=N
GSK1838705A	CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3N(CCc3cc2OC)C(=O)CN(C)C)nc2[nH]ccc12
nobiletin	COc1ccc(cc1OC)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
isbufylline	CC(C)Cn1cnc2n(C)c(=O)n(C)c(=O)c12
fosbretabulin	COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OP(O)(O)=O
AM-580	CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O
cabazitaxel	CO[C@@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C
deferiprone	Cc1c(O)c(=O)ccn1C
tebipenem	C[C@@H](O)[C@@H]1[C@@H]2[C@H](C)C(SC3CN(C3)C3=NCCS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C
minoxidil	Nc1cc(nc(N)[n+]1[O-])N1CCCCC1
promazine	CN(C)CCCN1c2ccccc2Sc2ccccc12
BMS-599626	Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4n(Cc5cccc(F)c5)ncc4c3)c12
fiacitabine	Nc1nc(=O)n(cc1I)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
streptomycin	CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O
frentizole	COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1
trimethoprim	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
cinnarazine	C(\C=C\c1ccccc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1
moclobemide	Clc1ccc(cc1)C(=O)NCCN1CCOCC1
dexrazoxane	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
oxyclozanide	Oc1c(Cl)cc(Cl)cc1NC(=O)c1c(O)c(Cl)cc(Cl)c1Cl
PF-04691502	COc1ccc(cn1)-c1cc2c(C)nc(N)nc2n([C@H]2CC[C@@H](CC2)OCCO)c1=O
benfotiamine	C\C(N(Cc1cnc(C)nc1N)C=O)=C(\CCOP(O)(O)=O)SC(=O)c1ccccc1
paroxypropione	CCC(=O)c1ccc(O)cc1
BAM7	CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1
WHI-P154	COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC
BRL-37344	C[C@H](Cc1ccc(OCC(O)=O)cc1)NC[C@H](O)c1cccc(Cl)c1
curcumin	COc1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1ccc(O)c(OC)c1
dexloxiglumide	CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1
sparfloxacin	C[C@H]1CN(C[C@@H](C)N1)c1c(F)c(N)c2c(c1F)n(cc(C(O)=O)c2=O)C1CC1
roscovitine	CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
VX-702	NC(=O)N(c1ccc(C(N)=O)c(n1)-c1ccc(F)cc1F)c1c(F)cccc1F
acecainide	CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1
aminopurvalanol-a	CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1
PSI-6130	C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
alvimopan	C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(O)=O)CC[C@@]1(C)c1cccc(O)c1
danusertib	CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
quinine	COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
2-iminobiotin	OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=N)N[C@H]12
PF-05212384	CN(C)C1CCN(CC1)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)-c2nc(nc(n2)N2CCOCC2)N2CCOCC2)cc1
GSK2126458	COc1ncc(cc1NS(=O)(=O)c1ccc(F)cc1F)-c1ccc2nccc(-c3ccnnc3)c2c1
lincomycin	CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]1O
arbutin	OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
tetrandrine	COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34
I-BET-762	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12
L-701324	Oc1c(-c2cccc(Oc3ccccc3)c2)c(=O)[nH]c2cc(Cl)ccc12
danoprevir	CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1Cc2cccc(F)c2C1)C(=O)NS(=O)(=O)C1CC1
chloramphenicol	OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O
astragaloside-a	CC(C)(O)[C@H]1CC[C@](C)(O1)[C@H]1[C@@H](O)C[C@@]2(C)[C@@H]3C[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4[C@]5(C[C@@]35CC[C@]12C)CC[C@H](O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)C4(C)C
entecavir	Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)C3=C)c2[nH]1
WAY-200070	Oc1ccc(cc1)-c1nc2cc(O)cc(Br)c2o1
propoxur	CNC(=O)Oc1ccccc1OC(C)C
LCL-161	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1
falecalcitriol	C[C@H](CCCC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
diclofenac	OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
griseofulvin	COc1cc(OC)c(Cl)c2O[C@]3([C@H](C)CC(=O)C=C3OC)C(=O)c12
butyl-paraben	CCCCOC(=O)c1ccc(O)cc1
1-ethyl-2-pyrrolidone	CCN1CCCC1=O
chlorpyrifos	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
AG-1024	CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O
xylometazoline	Cc1cc(cc(C)c1CC1=NCCN1)C(C)(C)C
salicyl-alcohol	OCc1ccccc1O
sarafloxacin	OC(=O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O
gambogic-acid	CC(C)=CCC[C@@]1(C)Oc2c(CC=C(C)C)c3O[C@@]45[C@H]6C[C@@H](C=C4C(=O)c3c(O)c2C=C1)C(=O)[C@]5(C\C=C(\C)C(O)=O)OC6(C)C
irinotecan	CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12
ramatroban	OC(=O)CCn1c2CC[C@H](Cc2c2ccccc12)NS(=O)(=O)c1ccc(F)cc1
thioproperazine	CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1
tremorine	C(C#CCN1CCCC1)N1CCCC1
RS-100329	Cc1c[nH]c(=O)n(CCCN2CCN(CC2)c2ccccc2OCC(F)(F)F)c1=O
ibandronate	CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
3-amino-benzamide	NC(=O)c1cccc(N)c1
fenaclon	ClCCC(=O)NCCc1ccccc1
pelitinib	CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
naringenin	Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1
actinoquinol	CCOc1ccc(c2cccnc12)S(O)(=O)=O
DU-728	N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(O)=O
fexaramine	COC(=O)\C=C\c1cccc(c1)N(Cc1ccc(cc1)-c1ccc(cc1)N(C)C)C(=O)C1CCCCC1
CCG-50014	Cc1ccc(cc1)-n1sc(=O)n(Cc2ccc(F)cc2)c1=O
palonosetron	O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]1CN2CCC1CC2
U-0521	CC(C)C(=O)c1ccc(O)c(O)c1
azelaic-acid	OC(=O)CCCCCCCC(O)=O
zolantidine	C(CNc1nc2ccccc2s1)COc1cccc(CN2CCCCC2)c1
fananserin	Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1
pipemidic-acid	CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCNCC1
firocoxib	CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(cc1)S(C)(=O)=O
CP-945,598	CCNC1(CCN(CC1)c1ncnc2n(c(nc12)-c1ccccc1Cl)-c1ccc(Cl)cc1)C(N)=O
nepicastat	NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1
D-4476	NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCCOc2c1
clioquinol	Oc1c(I)cc(Cl)c2cccnc12
carzenide	NS(=O)(=O)c1ccc(cc1)C(O)=O
1-octanol	CCCCCCCCO
tariquidar	COc1cc2CCN(CCc3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c4cnc5ccccc5c4)cc3)Cc2cc1OC
merimepodib	COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1
SR-57227A	NC1CCN(CC1)c1cccc(Cl)n1
lovastatin	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
TAS-103	CN(C)CCNc1nc2cc(O)ccc2c2-c3ccccc3C(=O)c12
PHA-680632	CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1
levofloxacin	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
NU-7026	O=c1cc(oc2c3ccccc3ccc12)N1CCOCC1
mibefradil	COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
forskolin	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C
CD-1530	OC(=O)c1ccc(cc1)-c1ccc2cc(O)c(cc2c1)C12CC3CC(CC(C3)C1)C2
DS2-(806622)	Clc1ccc(cc1)C(=O)Nc1c(nc2ccccn12)-c1cccs1
m-3M3FBS	Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F
loreclezole	Cl\C(=C/n1cncn1)c1ccc(Cl)cc1Cl
varespladib	CCc1c(C(=O)C(N)=O)c2c(OCC(O)=O)cccc2n1Cc1ccccc1
atazanavir	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(cc1)-c1ccccn1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
FGIN-1-27	CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccccc12)-c1ccc(F)cc1
bakuchiol	CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1
VS-4718	CNC(=O)c1ccccc1Nc1cc(Nc2ccc(cc2OC)N2CCOCC2)ncc1C(F)(F)F
caffeic-acid	OC(=O)\C=C\c1ccc(O)c(O)c1
dabrafenib	CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F
enisamium-iodide	C[n+]1ccc(cc1)C(=O)NCc1ccccc1
dantron	Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12
