StructID,MoAs,Targets
ST27772,Serotonin receptor antagonist|Adrenergic receptor antagonist,ADRA2B|ADRA2A|ADRA2C|HTR3A|HTR2A|HTR2C
ST27773,Serotonin receptor antagonist,HTR1B
ST27774,Serotonin receptor antagonist,HTR3A
ST27775,Serotonin receptor antagonist,HTR3A
ST27776,Serotonin receptor antagonist,HTR2A
ST27777,Serotonin receptor antagonist,HTR2C|HTR2A
ST27778,Serotonin receptor antagonist,HTR2B
ST27779,Serotonin receptor antagonist,HTR2A
ST27780,Serotonin receptor antagonist,HTR2C|HTR2A|HTR2B
ST27781,Serotonin receptor antagonist,HTR6
ST27782,Serotonin receptor antagonist,HTR2C
ST27783,Serotonin receptor antagonist,HTR2B
ST27784,Serotonin receptor antagonist,HTR4
ST27785,Serotonin receptor antagonist,HTR4
ST27786,Serotonin receptor antagonist,HTR2C|HTR2B
ST27787,Serotonin receptor antagonist,HTR4
ST27788,Serotonin receptor antagonist,HTR2C|HTR2B
ST27789,Serotonin receptor antagonist,HTR1D|HTR1B
ST27790,Serotonin receptor antagonist,HTR2C|HTR2B
ST27791,Serotonin receptor antagonist,HTR2C
ST27792,Serotonin receptor antagonist,HTR6
ST27793,Serotonin receptor antagonist,HTR7
ST27794,Serotonin receptor antagonist,HTR6
ST27795,Serotonin receptor antagonist,SLC6A4
ST27796,Serotonin receptor antagonist,SLC6A4
ST27797,Serotonin receptor antagonist,SLC6A4
ST27798,Serotonin receptor antagonist,HTR1A
ST27799,Serotonin receptor antagonist,HTR3A
ST27800,Serotonin receptor antagonist,HTR3A
ST27801,Serotonin receptor antagonist,HTR3A
ST27802,Serotonin receptor antagonist,HTR1A
ST27803,Serotonin receptor antagonist,HTR4|HTR3A
ST27804,Somatostatin receptor agonist,GBA|SSTR4
ST27805,Somatostatin receptor agonist,SSTR4
ST27806,Somatostatin receptor agonist,SSTR2|SSTR3|SSTR5|SSTR1
ST27807,Somatostatin receptor agonist,SSTR1|SSTR3|SSTR5|SSTR4|SSTR2
ST27808,Toll-like receptor antagonist,TLR4
ST27809,Urotensin receptor antagonist,UTS2R
ST27810,Acetylcholine receptor agonist,CHRM1|CHRM3|CHRM5|CHRM4|CHRM2
ST27811,Acetylcholine receptor agonist,CHRM2
ST27812,Acetylcholine receptor agonist,CHRM1
ST27813,Acetylcholine receptor agonist,CHRM1|CHRM3
ST27814,Acetylcholine receptor agonist,CHRNA4|CHRNB2|CHRNA2|CHRNA3|CHRNA7
ST27815,Acetylcholine receptor agonist,CHRNA4|CHRNB2|CHRNA2|CHRNA3|CHRNA7
ST27816,Acetylcholine receptor agonist,CHRNA2
ST27817,Acetylcholine receptor agonist,CHRM1|DRD3|HTR2A|DRD2|HTR2C
ST27818,Acetylcholine receptor agonist,CHRM1|CHRM4|CHRM3
ST27819,Acetylcholine receptor agonist,CHRNA7
ST27820,Acetylcholine receptor agonist,CHRNA9|CHRNA4|CHRNB2|CHRNA10
ST27821,Acetylcholine receptor agonist,CHRM1|CHRM3|CHRM2
ST27822,Acetylcholine receptor agonist,CHRNA7
ST27823,Acetylcholine receptor agonist,CHRM1
ST27824,Acetylcholine receptor agonist,CHRNA3|CHRNA4|CHRNB2
ST27825,Acetylcholine receptor agonist,CHRNA4
ST27826,Acetylcholine receptor agonist,CHRNA4
ST27827,Acetylcholinesterase inhibitor,ACHE
ST27828,Acetylcholinesterase inhibitor,ACHE
ST27829,Acetylcholinesterase inhibitor,ACHE
ST27830,Acetylcholinesterase inhibitor,ACHE
ST27831,Acetylcholinesterase inhibitor,ACHE
ST27832,Acetylcholinesterase inhibitor,ACHE|BCHE
ST27833,Acetylcholinesterase inhibitor,ACHE|BCHE
ST27834,Acetylcholinesterase inhibitor,NOS2|PTGS2
ST27835,Acetylcholinesterase inhibitor,ACHE
ST27836,Acetylcholinesterase inhibitor,ACHE
ST27837,Acetylcholinesterase inhibitor,ACHE
ST27838,Acetylcholinesterase inhibitor,ACHE
ST27839,Acetylcholinesterase inhibitor,ACHE|BCHE
ST27840,Acetylcholinesterase inhibitor,ACHE|BCHE
ST27841,Acetylcholinesterase inhibitor,SLC18A3
ST27842,Adrenergic receptor antagonist,ADRB1
ST27843,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27844,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27845,Adrenergic receptor antagonist,HTR1A|ADRA2B|ADRA2A|HTR1B|ADRA2C|HTR1D|HTR2B
ST27846,Adrenergic receptor antagonist,ADRA1A
ST27847,Adrenergic receptor antagonist,ADRB1
ST27848,Adrenergic receptor antagonist,ADRA1A|ADRA1D|ADRA1B
ST27849,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27850,Adrenergic receptor antagonist,ADRA2B
ST27851,Adrenergic receptor antagonist,SIGMAR1
ST27852,Adrenergic receptor antagonist,ADRA1A
ST27853,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27854,Adrenergic receptor antagonist,ADRB1
ST27855,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27856,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27857,Adrenergic receptor antagonist,ADRB2|ADRB1|ADRA1D|ADRA1A|ADRB3|ADRA1B
ST27858,Adrenergic receptor antagonist,ADRB2|ADRB1|ADRA2A
ST27859,Adrenergic receptor antagonist,HTR1A|ADRB1
ST27860,Adrenergic receptor antagonist,HTR1A|ADRB1
ST27861,Adrenergic receptor antagonist,ADRA1B
ST27862,Adrenergic receptor antagonist,ADRA1A|ADRA1D|ADRA1B
ST27863,Adrenergic receptor antagonist,ADRB1
ST27864,Adrenergic receptor antagonist,ADRB2
ST27865,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27866,Adrenergic receptor antagonist,ADRA2A
ST27867,Adrenergic receptor antagonist,ADRA2B|ADRA2A
ST27868,Adrenergic receptor antagonist,ADRA1A|ADRA1D
ST27869,Adrenergic receptor antagonist,ADRB1|ADRA1A|ADRA1D|ADRB2
ST27870,Adrenergic receptor antagonist,ADRB1|ADRA1A|ADRA1D|ADRB2
ST27871,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27872,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27873,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27874,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27875,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27876,Adrenergic receptor antagonist,ADRB1
ST27877,Adrenergic receptor antagonist,ADRA1A
ST27878,Adrenergic receptor antagonist,ADRA1A
ST27879,Adrenergic receptor antagonist,ADRB1
ST27880,Adrenergic receptor antagonist,ADRB2
ST27881,Adrenergic receptor antagonist,ADRA2B
ST27882,Adrenergic receptor antagonist,ADRA1A|ADRA2A
ST27883,Adrenergic receptor antagonist,ADRA1A|ADRA2A
ST27884,Adrenergic receptor antagonist,HTR1A|ADRB2|ADRB1
ST27885,Adrenergic receptor antagonist,ADRB1
ST27886,Adrenergic receptor antagonist,ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRA1A|ADRA1B
ST27887,Adrenergic receptor antagonist,ADRB2|ADRB3
ST27888,Adrenergic receptor antagonist,SLC6A2
ST27889,Adrenergic receptor antagonist,SLC6A2
ST27890,Adrenergic receptor antagonist,SLC6A2
ST27891,Adrenergic receptor antagonist,SLC6A2
ST27892,Adrenergic receptor antagonist,ADRA1A
ST27893,Adrenergic receptor antagonist,ADRA1A
ST27894,Adrenergic receptor antagonist,ADRA2A
ST27895,Adrenergic receptor antagonist,ADRA2B|ADRA2A|ADRA2C
ST27896,Adrenergic receptor antagonist,HTR2C|HRH1|HTR2A
ST27897,Adrenergic receptor antagonist,ADRB2|ADRB1|KCNH2
ST27898,Adrenergic receptor antagonist,ADRB3
ST27899,Adrenergic receptor antagonist,ADRB1
ST27900,Adrenergic receptor antagonist,ADRA1A|ADRA1D|ADRA1B
ST27901,Adrenergic receptor antagonist,ADRA1A|ADRA1D|ADRA1B
ST27902,Adrenergic receptor antagonist,ADRB2|ADRB1
ST27903,Adrenergic receptor antagonist,ADRA2B|ADRA2A|ADRA2C
ST27904,Adrenergic receptor antagonist,ACSL1
ST27905,Adrenergic receptor antagonist,HTR1A
ST27906,Adrenergic receptor antagonist,ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRA1A|ADRA1B
ST27907,Adrenergic receptor antagonist,HTR1A|ADRA2B|ADRA2A|HTR1B|ADRA2C|HTR1D|HTR2B
ST27908,Adrenergic receptor antagonist,HTR1A|ADRA2B|ADRA2A|HTR1B|ADRA2C|HTR1D|HTR2B
ST27909,Adrenergic receptor antagonist,HTR1A|ADRA2B|ADRA2A|HTR1B|ADRA2C|HTR1D|HTR2B
ST27910,Adrenergic receptor antagonist,HTR1A|ADRA2B|ADRA2A|HTR1B|ADRA2C|HTR1D|HTR2B
ST27911,Alkaline phosphatase inhibitor,ALPL
ST27912,D-Amino Acid Oxidase Inhibitor,DAO
ST27913,Dipeptidyl peptidase inhibitor,DPP4
ST27914,Dipeptidyl peptidase inhibitor,DPP4
ST27915,Dipeptidyl peptidase inhibitor,DPP4
ST27916,Dipeptidyl peptidase inhibitor,DPP4
ST27917,Dipeptidyl peptidase inhibitor,DPP4
ST27918,Dipeptidyl peptidase inhibitor,DPP4
ST27919,Dipeptidyl peptidase inhibitor,DPP4
ST27920,Dipeptidyl peptidase inhibitor,DPP4
ST27921,Dipeptidyl peptidase inhibitor,DPP4
ST27922,Dipeptidyl peptidase inhibitor,DPP4
ST27923,Dipeptidyl peptidase inhibitor,DPP4
ST27924,Endothelin receptor antagonist,EDNRA|EDNRB
ST27925,Endothelin receptor antagonist,EDNRA|EDNRB
ST27926,Endothelin receptor antagonist,EDNRA
ST27927,Endothelin receptor antagonist,EDNRA
ST27928,Endothelin receptor antagonist,EDNRA|EDNRB
ST27929,Endothelin receptor antagonist,EDNRA
ST27930,Endothelin receptor antagonist,EDNRB
ST27931,Endothelin receptor antagonist,EDNRA|EDNRB
ST27932,Endothelin receptor antagonist,EDNRA
ST27933,Endothelin receptor antagonist,EDNRA
ST27934,Fructose biphosphate inhibitor,FBP1
ST27935,Glycosyl transferase inhibitor,UGCG
ST27936,Sodium/calcium exchange inhibitor|Mitochondrial Na+/Ca2+ exchanger antagonist|L-type calcium channel blocker,SLC8A1
ST27937,Monamine transporter modulator|Ionotropic glutamate receptor antagonist,GRIN2B
ST27938,P21 activated kinase inhibitor,PAK4
ST27939,Platelet aggregation inhibitor,ITGA2B|ITGB3
ST27940,Lipase clearing factor inhibitor|Platelet aggregation inhibitor,PPARA
ST27941,Platelet aggregation inhibitor,PTGS1|PTGS2
ST27942,Structural glycoprotein antagonist|Platelet aggregation inhibitor,ITGA2B|ITGB3
ST27943,Prostanoid receptor antagonist,PTGS2
ST27944,Prostanoid receptor antagonist,PTGER3
ST27945,Prostanoid receptor antagonist,PTGS1|PTGS2
ST27946,Prostanoid receptor antagonist,PTGER4
ST27947,Prostanoid receptor antagonist,PTGDR
ST27948,Prostanoid receptor antagonist,PTGDR2|PTGDR
ST27949,Prostanoid receptor antagonist,PTGDR2|TBXA2R
ST27950,Prostanoid receptor antagonist,PTGER1
ST27951,Purinergic receptor antagonist,P2RX4
ST27952,Purinergic receptor antagonist,P2RY12
ST27953,Purinergic receptor antagonist,P2RY12
ST27954,Calcium/calmodulin dependent protein kinase inhibitor|Purinergic receptor antagonist,P2RX7|CAMK2A
ST27955,Purinergic receptor antagonist,P2RX1
ST27956,Purinergic receptor antagonist,P2RY12
ST27957,Purinergic receptor antagonist,P2RY12
ST27958,Purinergic receptor antagonist,P2RY12
ST27959,Smoothened receptor antagonist,SMO
ST27960,Smoothened receptor antagonist,SMO
ST27961,Smoothened receptor antagonist,SMO
ST27962,Smoothened receptor antagonist,SMO|SHH
ST27963,Smoothened receptor antagonist,SMO|SHH
ST27964,Smoothened receptor antagonist,SMO|IHH|DHH
ST27965,Superoxide dismutase inhibitor,SOD2|SOD1
ST27966,T-type calcium channel blocker,CACNA1G|CACNA1C|CACNA1H|CACNA1I
ST27967,T-type calcium channel blocker,CACNA1G|CACNA1C|CACNA1H|CACNA1I
ST27968,T-type calcium channel blocker,CACNA1C
ST27969,Thromboxane synthase inhibitor,TBXAS1
ST27970,Thromboxane synthase inhibitor,TBXAS1
ST27971,Thromboxane synthase inhibitor,TBXAS1
ST27972,Thromboxane synthase inhibitor|Thromboxane receptor antagonist,TBXA2R
ST27973,Thymidylate synthase inhibitor,TYMS
ST27974,Thymidylate synthase inhibitor,TYMS
ST27975,Thymidylate synthase inhibitor,TYMS
ST27976,Thymidylate synthase inhibitor,TYMS
ST27977,Thymidylate synthase inhibitor,TYMS
ST27978,Thymidylate synthase inhibitor|Dihydrofolate reductase inhibitor,GART|DHFR|TYMS
ST27979,Thymidylate synthase inhibitor|Dihydrofolate reductase inhibitor,GART|DHFR|TYMS
ST27980,Thymidylate synthase inhibitor,TYMS
ST27981,Thymidylate synthase inhibitor,TYMS
ST27982,Thymidylate synthase inhibitor|DNA directed DNA polymerase inhibitor,TYMS
ST27983,Thymidylate synthase inhibitor|DNA directed DNA polymerase inhibitor,TYMS
ST27984,Thymidylate synthase inhibitor,TYMS
ST27985,Tyrosine phosphatase inhibitor,PTPN1
ST27986,Tyrosine phosphatase inhibitor,PTPN1|PTPN11|PTPN2
ST27987,Tyrosine phosphatase inhibitor,PTPN1|PTPN6
ST27988,Tyrosine phosphatase inhibitor,PTPN1
ST27989,Acetylcholine release stimulant,MAOA|MAOB
ST27990,Alcohol dehydrogenase inhibitor,ADH1C|ADH1B|ADH1A
ST27991,Alcohol dehydrogenase inhibitor,ADH1C
ST27992,Androgen biosynthesis inhibitor,CYP17A1
ST27993,Androgen biosynthesis inhibitor,CYP17A1
ST27994,Angiotensin receptor antagonist,AGTR1|AGTR2
ST27995,Angiotensin receptor antagonist,AGTR1
ST27996,Angiotensin receptor antagonist,AGTR1
ST27997,Angiotensin receptor antagonist,AGTR1
ST27998,Angiotensin receptor antagonist,AGTR1
ST27999,Angiotensin receptor antagonist,AGTR1
ST28000,Angiotensin receptor antagonist,AGTR1
ST28001,Angiotensin receptor antagonist,AGTR1
ST28002,Angiotensin receptor antagonist,PPARG|AGTR1
ST28003,Angiotensin receptor antagonist,AGTR1
ST28004,Angiotensin receptor antagonist,AGTR1
ST28005,Angiotensin receptor antagonist,AGTR1
ST28006,Benzodiazepine receptor agonist,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST28007,Benzodiazepine receptor agonist,GABRA1|GABRA6|GABRA5|GABRA2|GABRA4|GABRA3
ST28008,Benzodiazepine receptor agonist,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST28009,Benzodiazepine receptor agonist,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST28010,Benzodiazepine receptor agonist,GABRA1
ST28011,Benzodiazepine receptor agonist,TSPO
ST28012,Benzodiazepine receptor agonist,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST28013,Benzodiazepine receptor agonist,GABRA1
ST28014,Benzodiazepine receptor agonist,GABRA1
ST28015,Benzodiazepine receptor agonist,GABRA1|GABRA3|GABRA2|GABRA5
ST28016,Benzodiazepine receptor agonist,GABRA1|GABRA3|GABRA2
ST28017,Cholinergic receptor antagonist|Butyrylcholinesterase inhibitor,CHRM1
ST28018,Cannabinoid receptor antagonist,CNR1
ST28019,Cannabinoid receptor antagonist,CNR1
ST28020,Cannabinoid receptor antagonist,CNR2|CNR1
ST28021,Cannabinoid receptor antagonist,CNR1
ST28022,Cannabinoid receptor antagonist,CNR1
ST28023,Cannabinoid receptor antagonist,CNR1
ST28024,Cannabinoid receptor antagonist,CNR1
ST28025,Cholinergic receptor antagonist,CHRM1
ST28026,Cholinergic receptor antagonist,CHRM1
ST28027,Cholinergic receptor antagonist,CHRM1
ST28028,DNA methyltransferase inhibitor,DNMT1
ST28029,DNA methyltransferase inhibitor,DNMT1
ST28030,DNA methyltransferase inhibitor,DNMT1
ST28031,Histone lysine methyltransferase inhibitor|DNA methyltransferase inhibitor,EHMT2
ST28032,DNA methyltransferase inhibitor,DNMT1
ST28033,DNA methyltransferase inhibitor,DNMT1
ST28034,DNA methyltransferase inhibitor,DNMT1|DNMT3B|DNMT3A
ST28035,DNA methyltransferase inhibitor,DNMT1|CDA
ST28036,DNA methyltransferase inhibitor,DNMT1|CDA
ST28037,Delta 1 opioid receptor agonist,OPRD1
ST28038,Delta 1 opioid receptor agonist,OPRD1
ST28039,Focal adhesion kinase inhibitor,PTK2
ST28040,Focal adhesion kinase inhibitor,PTK2|PTK2B
ST28041,GABA aminotransferase activator,ABAT
ST28042,GABA aminotransferase inhibitor,ABAT
ST28043,Glucocorticoid receptor agonist,NR3C1
ST28044,Glucocorticoid receptor agonist,NR3C1
ST28045,Glucocorticoid receptor agonist,NR3C1
ST28046,Glucocorticoid receptor agonist,NR3C1
ST28047,Glucocorticoid receptor agonist,NR3C1
ST28048,Glucocorticoid receptor agonist,NR3C1
ST28049,Glucocorticoid receptor agonist,NR3C1
ST28050,Glucocorticoid receptor agonist,NR3C1
ST28051,Glucocorticoid receptor agonist,NR3C1
ST28052,Glucocorticoid receptor agonist,NR3C1
ST28053,Glucocorticoid receptor agonist,NR3C1
ST28054,Glucocorticoid receptor agonist,NR3C1
ST28055,Glucocorticoid receptor agonist,NR3C1
ST28056,Glucocorticoid receptor agonist,NR3C1
ST28057,Glucocorticoid receptor agonist,NR3C1
ST28058,Glucocorticoid receptor agonist,NR3C1
ST28059,Glucocorticoid receptor agonist,NR3C1
ST28060,Glucocorticoid receptor agonist,NR3C1
ST28061,Glucocorticoid receptor agonist,NR3C1
ST28062,Glucocorticoid receptor agonist,NR3C1
ST28063,Glucocorticoid receptor agonist,NR3C1
ST28064,Glucocorticoid receptor agonist,NR3C1
ST28065,Glucocorticoid receptor agonist,NR3C1
ST28066,Glucocorticoid receptor agonist,NR3C1
ST28067,Glucocorticoid receptor agonist,NR3C1
ST28068,Glucocorticoid receptor agonist,NR3C1
ST28069,Glucocorticoid receptor agonist,NR3C1
ST28070,Glucocorticoid receptor agonist,NR3C1
ST28071,Glucocorticoid receptor agonist,NR3C1
ST28072,Glucocorticoid receptor agonist,NR3C1
ST28073,Glucocorticoid receptor agonist,NR3C1
ST28074,Glucocorticoid receptor agonist,NR3C1
ST28075,Glucocorticoid receptor agonist,NR3C1
ST28076,Glucocorticoid receptor agonist,NR3C1
ST28077,Glucocorticoid receptor agonist,NR3C1
ST28078,Glucocorticoid receptor agonist,NR3C1
ST28079,Glucocorticoid receptor agonist,NR3C1
ST28080,Mineralocorticoid receptor agonist|Glucocorticoid receptor agonist,NR3C2
ST28081,Glucocorticoid receptor agonist,NR3C1
ST28082,Glucocorticoid receptor agonist,NR3C1|PGR
ST28083,Glucocorticoid receptor agonist,NR3C1|PGR
ST28084,Glucocorticoid receptor agonist,NR3C1|PGR
ST28085,Glucocorticoid receptor agonist,NR3C1|PGR
ST28086,Glucocorticoid receptor agonist,NR3C1
ST28087,Glucocorticoid receptor agonist,NR3C1
ST28088,Glucocorticoid receptor agonist,NR3C1
ST28089,Glucocorticoid receptor agonist,NR3C1
ST28090,Glucocorticoid receptor agonist,NR3C1
ST28091,Glucocorticoid receptor agonist,NR3C1
ST28092,Glucocorticoid receptor agonist,NR3C1
ST28093,Glucocorticoid receptor agonist,NR3C1
ST28094,Glucocorticoid receptor agonist,NR3C1
ST28095,Glucocorticoid receptor agonist,NR3C1
ST28096,Glucocorticoid receptor agonist,NR3C1
ST28097,Glucocorticoid receptor agonist,NR3C1
ST28098,Glucocorticoid receptor agonist,NR3C1
ST28099,Glucocorticoid receptor agonist,NR3C1
ST28100,Glucocorticoid receptor agonist,NR3C1
ST28101,Glucocorticoid receptor agonist,NR3C1
ST28102,Glucocorticoid receptor agonist,NR3C1
ST28103,Glucocorticoid receptor agonist,SLC12A1|SLC12A2
ST28104,Glucocorticoid receptor agonist,NR3C1
ST28105,Glucocorticoid receptor agonist,NR3C1
ST28106,Glucocorticoid receptor agonist,NR3C1
ST28107,Glucocorticoid receptor agonist,NR3C1
ST28108,Glucocorticoid receptor agonist,NR3C1
ST28109,Glucocorticoid receptor agonist,NR3C1
ST28110,Glucocorticoid receptor agonist,NR3C1
ST28111,Glucocorticoid receptor agonist,NR3C1
ST28112,Glucocorticoid receptor agonist,NR3C1
ST28113,Glucocorticoid receptor agonist,NR3C1
ST28114,Glucocorticoid receptor agonist,NR3C1
ST28115,Glucocorticoid receptor agonist,NR3C1
ST28116,Interleukin synthesis inhibitor,IL12A
ST28117,Leukotriene receptor antagonist,CYSLTR1
ST28118,Leukotriene receptor antagonist,CYSLTR1
ST28119,Leukotriene receptor antagonist,CYSLTR1
ST28120,Leukotriene receptor antagonist,CYSLTR2|CYSLTR1
ST28121,Leukotriene receptor antagonist,CYSLTR1
ST28122,Leukotriene receptor antagonist,CYSLTR1
ST28123,Leukotriene receptor antagonist,CYSLTR1
ST28124,Membrane permeability inhibitor,GABRQ|GLRB|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GLRA1|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST28125,Membrane permeability inhibitor,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GLRA1|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST28126,Nitric oxide synthase inhibitor,NOS2
ST28127,Nitric oxide synthase inhibitor,NOS2
ST28128,Dimethylarginine dimethylaminohydrolase inhibitor|Nitric oxide synthase inhibitor,NOS2|NOS3
ST28129,Nitric oxide synthase inhibitor,NOS2|NOS3
ST28130,Nitric oxide synthase inhibitor,NOS1
ST28131,Plasminogen activator inhibitor,PLG|PLAT
ST28132,Polar auxin transport inhibitor,PIK3CG
ST28133,Reverse transcriptase inhibitor,CYP3A5|CYP2A6|CYP2D6|CYP2B6|CYP2C9|CYP3A4|CYP1A2
ST28134,Rho associated kinase inhibitor,ROCK2|ROCK1
ST28135,Rho associated kinase inhibitor,ROCK1
ST28136,Rho associated kinase inhibitor,ROCK1
ST28137,Rho associated kinase inhibitor,ROCK2|ROCK1
ST28138,Rho associated kinase inhibitor,ROCK2|ROCK1
ST28139,Rho associated kinase inhibitor,ROCK2|ROCK1
ST28140,Rho associated kinase inhibitor,ROCK2|ROCK1
ST28141,Rho associated kinase inhibitor,ROCK2|ROCK1
ST28142,Steroidogenic factor antagonist,NR5A1
ST28143,Steroidogenic factor antagonist,NR5A1
ST28144,Thrombopoietin receptor agonist,MPL
ST28145,Thromboxane receptor antagonist,TBXA2R
ST28146,Thromboxane receptor antagonist,TBXA2R
ST28147,Electrolyte reabsorption inhibitor|Thromboxane receptor antagonist,SLC12A1
ST28148,Tripeptidyl peptidase inhibitor,TPP2
ST28149,Vasopressin receptor antagonist,AVPR1A|AVPR2
ST28150,Vasopressin receptor antagonist,AVPR1A|AVPR1B|AVPR2
ST28151,Vasopressin receptor antagonist,AVPR1A
ST28152,Vasopressin receptor antagonist,AVPR1A|AVPR2
ST28153,Free fatty acid receptor agonist|G protein-coupled receptor agonist,FFAR1|FFAR4
ST28154,Glycogen phosphorylase inhibitor,PYGL
ST28155,Growth factor receptor activator,NTRK2
ST28156,Growth factor receptor activator,HTR1A|HTR1B|HTR3A|HTR2A|HTR1D|HTR4|HTR6|HTR2B|HTR7|HTR3B|HTR5A|HTR2C
ST28157,Growth factor receptor activator,HTR1A|HTR1B|HTR3A|HTR2A|HTR1D|HTR4|HTR6|HTR2B|HTR7|HTR3B|HTR5A|HTR2C
ST28158,Growth factor receptor activator,HTR1A|HTR1B|HTR3A|HTR2A|HTR1D|HTR4|HTR6|HTR2B|HTR7|HTR3B|HTR5A|HTR2C
ST28159,Growth factor receptor activator,HTR1A|HTR1B|HTR3A|HTR2A|HTR1D|HTR4|HTR6|HTR2B|HTR7|HTR3B|HTR5A|HTR2C
ST28160,Growth factor receptor inhibitor,NTRK1
ST28161,Lipase clearing factor inhibitor,LPL
ST28162,Matrix metalloprotease inhibitor,MMP1|MMP7|MMP2
ST28163,Matrix metalloprotease inhibitor,MMP1
ST28164,Neuropeptide receptor antagonist,NPBWR1
ST28165,Neuropeptide receptor antagonist,NPSR1
ST28166,Neuropeptide receptor antagonist,NPSR1
ST28167,Neuropeptide receptor antagonist,NPY5R
ST28168,Neuropeptide receptor antagonist,NPY5R
ST28169,Neuropeptide receptor antagonist,NPY5R
ST28170,Neuropeptide receptor antagonist,NPY1R
ST28171,Progesterone receptor antagonist,ESR1|AR|PGR
ST28172,Progesterone receptor antagonist,ESR1|AR|PGR
ST28173,Progesterone receptor antagonist,ESR1|AR|PGR
ST28174,Progesterone receptor antagonist|Glucocorticoid receptor antagonist,NR3C1|AR|PGR
ST28175,Progesterone receptor antagonist|Glucocorticoid receptor antagonist,NR3C1|AR|PGR
ST28176,Progesterone receptor antagonist|Glucocorticoid receptor antagonist,NR3C1|AR|PGR
ST28177,Progesterone receptor antagonist,PGR
ST28178,Pyruvate dehydrogenase inhibitor,PDHA1
ST28179,Thyroid hormone receptor agonist,THRB|THRA
ST28180,3-ketoacyl CoA thiolase inhibitor,ACAA2
ST28181,Acetylcholine receptor antagonist,CHRM1|CHRM2
ST28182,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM2
ST28183,Acetylcholine receptor antagonist,CHRNA1
ST28184,Acetylcholine receptor antagonist,CHRM1
ST28185,Acetylcholine receptor antagonist,CHRM2
ST28186,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM5|CHRM4|CHRM2
ST28187,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM5|CHRM4|CHRM2
ST28188,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM5|CHRM4|CHRM2
ST28189,Acetylcholine receptor antagonist,CHRM1
ST28190,Acetylcholine receptor antagonist,CHRM1
ST28191,Acetylcholine receptor antagonist,CHRM1
ST28192,Acetylcholine receptor antagonist,CHRM1
ST28193,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28194,Acetylcholine receptor antagonist,CHRM1
ST28195,Acetylcholine receptor antagonist,CYP2C19
ST28196,Acetylcholine receptor antagonist,CHRM1
ST28197,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM5|CHRM4|CHRM2
ST28198,Acetylcholine receptor antagonist,CHRM3
ST28199,Acetylcholine receptor antagonist,CHRNA7
ST28200,Acetylcholine receptor antagonist,CHRM1|CHRM2
ST28201,Acetylcholine receptor antagonist,CHRM3
ST28202,Acetylcholine receptor antagonist,CHRM1|CHRM3|CHRM2
ST28203,Acetylcholine receptor antagonist,CHRM1
ST28204,Acetylcholine receptor antagonist,CHRM1
ST28205,Acetylcholine receptor antagonist,CHRM1
ST28206,Acetylcholine receptor antagonist,CHRM5
ST28207,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28208,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28209,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28210,Acetylcholine receptor antagonist,CHRM1|CHRM4|CHRM3|CHRM2
ST28211,Acetylcholine receptor antagonist,CHRM3
